EZID	GENE	GeneType	CHR	FROM	TO
100873509	RNA5SP255	pseudo	8	13393537	13393643
100873508	RNA5SP252	pseudo	8	10544078	10544196
100873507	RNA5SP251	pseudo	8	3558013	3558149
100873238	MTND2P10	pseudo	8	104099337	104100260
100873237	MTND2P32	pseudo	8	32872786	32874560
100873195	MTND4P7	pseudo	8	13210905	13211116
100873179	MTND2P7	pseudo	8	134766981	134767691
100873174	MTND1P5	pseudo	8	104097894	104098820
100873173	MTND1P6	pseudo	8	32871598	32872542
100873172	MTND1P7	pseudo	8	47739738	47740034
100856811	NRG1-IT1	pseudo	8	31883251	31996992
100652791	GS1-24F4.2	pseudo	8	6693075	6699975
100631269	SLC10A5P1	pseudo	8	82546558	82547676
100630920	RPL10P18	pseudo	8	33397702	33398396
100533660	EI24P5	pseudo	8	54106905	54107934
100533620	TUBBP7	pseudo	8	97138841	97140029
100509857	KRT8P4	pseudo	8	90424738	90427372
100507071	PIWIL2-DT	pseudo	8	22112088	22132674
100506633	UFM1P3	pseudo	8	101176557	101177770
100505739	LINC01603	pseudo	8	70337104	70360478
100505676	RRS1-DT	pseudo	8	67331821	67341211
100505501	TOX-DT	pseudo	8	60031768	60036036
100462851	COX6B1P6	pseudo	8	90835769	90836057
100422712	THAP12P7	pseudo	8	79671579	79674815
100422546	XRCC6P4	pseudo	8	63767643	63769692
100422272	NPM1P52	pseudo	8	104028879	104029834
100422271	PSMC2P2	pseudo	8	85590983	85592077
100422270	NPM1P44	pseudo	8	68097478	68098635
100422268	BRIX1P1	pseudo	8	52348153	52349078
100422265	SUMO2P19	pseudo	8	103254265	103254845
100421825	EEF1A1P37	pseudo	8	112237864	112238420
100421823	ENPP7P1	pseudo	8	8011886	8074437
100421776	NIPA2P4	pseudo	8	82529381	82530479
100421384	HNRNPA1P38	pseudo	8	142469116	142470327
100421096	NCAPGP1	pseudo	8	121647723	121650399
100420406	IRF5P1	pseudo	8	93984823	93986968
100420405	TRIM60P15	pseudo	8	47703649	47704940
100420307	NTAN1P2	pseudo	8	87493813	87495256
100420059	RFPL4AP2	pseudo	8	69413142	69414030
100420058	RFPL4AP5	pseudo	8	127186429	127187332
100420055	RFPL4AP7	pseudo	8	50265030	50265767
100419614	MIOXP1	pseudo	8	87605793	87606823
100419423	ASNSP4	pseudo	8	47609251	47610448
100419416	SRPK2P	pseudo	8	63775655	63776746
100419074	AK3P2	pseudo	8	144138674	144139263
100418887	TAGLN2P1	pseudo	8	107709454	107710322
100418751	GOLGA2P1	pseudo	8	87669460	87672531
100379663	RNY5P6	pseudo	8	43008118	43008193
100379299	RNY4P5	pseudo	8	124056956	124057050
100310857	SNRPCP15	pseudo	8	7028055	7028830
100310856	SNRPCP6	pseudo	8	7000581	7001362
100289644	PRR13P7	pseudo	8	92921763	92922480
100289099	RPL30P16	pseudo	8	113551117	113551542
100288971	ADI1P2	pseudo	8	103700180	103701159
100288748	LINC02894	pseudo	8	95649512	95651694
100288659	ZNF317P1	pseudo	8	94658293	94659520
100288248	ZNHIT1P1	pseudo	8	143939769	143940406
100288013	NDUFA5P12	pseudo	8	48076471	48078235
100287895	NARS1P2	pseudo	8	63023084	63023708
100287567	TRMT112P7	pseudo	8	55391952	55392552
100287085	OCIAD2P1	pseudo	8	81480199	81480812
100287016	DSTNP3	pseudo	8	74896637	74897118
100271703	HAUS1P3	pseudo	8	73530745	73531846
100151646	LETM1P3	pseudo	8	100708159	100710747
100132965	GYG1P1	pseudo	8	74816833	74827340
100132923	FAM66D	pseudo	8	11973290	12008697
100131775	PSMA2P2	pseudo	8	94952313	94955104
100131565	EIF4EP5	pseudo	8	14166542	14167379
100131252	PRXL2AP2	pseudo	8	74189397	74190315
100130524	RPL6P23	pseudo	8	95214110	95215299
100130448	MRS2P1	pseudo	8	125932751	125934215
100130376	MTRF1LP2	pseudo	8	130741012	130741331
100130299	IDI1P2	pseudo	8	49206408	49207368
100130158	KNOP1P5	pseudo	8	127084799	127086490
100129960	SDCBPP2	pseudo	8	70855043	70856520
100129861	RSL24D1P7	pseudo	8	4928814	4930441
100129815	PGAM1P13	pseudo	8	108659507	108660260
100129398	LPGAT1P1	pseudo	8	30840785	30841836
100129370	NDUFB9P3	pseudo	8	111821601	111822122
100129237	NPM1P21	pseudo	8	57013469	57014919
100129129	TDH-AS1	pseudo	8	11203256	11205024
100128836	HNRNPA1P36	pseudo	8	82719934	82721164
100128685	SLC16A14P1	pseudo	8	107227794	107229447
100128541	ATP6V1G1P2	pseudo	8	48105625	48105971
100128412	VTA1P2	pseudo	8	88588036	88588759
100128174	DEFB131C	pseudo	8	11901011	11907133
100128132	TMCC1P1	pseudo	8	106206927	106209732
100128119	SLC25A51P3	pseudo	8	81506989	81508102
780813	PAICSP4	pseudo	8	4644798	4699450
728381	NRBF2P4	pseudo	8	108995201	108996993
724059	TMEM97P2	pseudo	8	20790082	20792373
652964	BTF3P3	pseudo	8	22350012	22350887
650747	IMPA1P1	pseudo	8	82516118	82543511
646721	SINHCAFP3	pseudo	8	23492387	23493161
646463	UBE2HP1	pseudo	8	82167048	82168204
645960	RPL10P19	pseudo	8	8819256	8819633
644233	AURKBP1	pseudo	8	109143189	109144410
643831	PDCL3P2	pseudo	8	102883822	102884806
643228	GAPDHP30	pseudo	8	97080746	97081958
642879	SMARCE1P4	pseudo	8	36952622	36953949
642461	IARS2P1	pseudo	8	88610708	88613846
642319	TAGLN2P2	pseudo	8	30107015	30107684
619344	LINC01298	pseudo	8	96219234	96228601
574532	NUDT15P1	pseudo	8	60469257	60470494
552879	VENTXP6	pseudo	8	74563215	74564374
552859	LINC00251	pseudo	8	66073379	66092574
503631	DUXAP2	pseudo	8	102378365	102379291
442396	ARF1P3	pseudo	8	125164086	125164875
442389	IFITM3P8	pseudo	8	61818597	61819158
441359	REXO1L3P	pseudo	8	86566666	86567801
403294	OR6R2P	pseudo	8	21654597	21655407
402333	OR7E160P	pseudo	8	11855114	11892148
399495	SLC2A3P4	pseudo	8	87515644	87519175
392267	IMPDH1P6	pseudo	8	124412761	124415054
392265	CDK5P1	pseudo	8	123781467	123782556
392242	REXO1L8P	pseudo	8	86554758	86555893
392225	PDCL3P1	pseudo	8	61299759	61300750
392214	KRT18P37	pseudo	8	41368741	41370102
392209	HSPA8P11	pseudo	8	30094801	30096904
392194	OR7E158P	pseudo	8	11777404	11778303
392181	RPL23AP96	pseudo	8	6756365	6757001
389674	HNRNPA1P4	pseudo	8	83203146	83204625
389662	SEPTIN10P1	pseudo	8	57389188	57390836
389652	ASNSP1	pseudo	8	47490834	47529264
389626	OR7E161P	pseudo	8	11786076	11787071
347028	AFG3L2P1	pseudo	8	43106555	43127247
346990	H2AZP2	pseudo	8	71015653	71016502
338097	PSME2P5	pseudo	8	26405194	26405964
157667	MYL12AP1	pseudo	8	94861722	94862510
137012	PPM1AP1	pseudo	8	15663845	15664839
55472	RBM12B-AS1	pseudo	8	94752338	94753046
29778	MAP2K1P1	pseudo	8	29884791	29887347
66	ACTBP6	pseudo	8	85860743	85862502
110596867	LOC110596867	pseudo	8	59416113	59416806
107403242	LOC107403242	pseudo	8	137521313	137527608
107228383	LOC107228383	pseudo	8	84449644	84450135
107522030	LOC107522030	pseudo	8	4066913	4073224
101927845	LOC101927845	pseudo	8	135862177	135894141
108491824	LOC108491824	pseudo	8	118874175	118875289
111556153	LOC111556153	pseudo	8	91180174	91180542
111429611	LOC111429611	pseudo	8	86971306	86971740
107436008	LOC107436008	pseudo	8	62002589	62007725
286083	LOC286083	pseudo	8	1244293	1250826
100128993	LOC100128993	pseudo	8	19041183	19103031
116186934	LOC116186934	pseudo	8	96172369	96172573
116186920	LOC116186920	pseudo	8	11735231	11735606
113788253	LOC113788253	pseudo	8	124178461	124180190
100131593	LOC100131593	pseudo	8	102540644	102541818
729732	LOC729732	pseudo	8	12394587	12523119
100421161	LOC100421161	pseudo	8	24998716	24999349
106783493	LOC106783493	pseudo	8	1649413	1649571
116186935	LOC116186935	pseudo	8	101896143	101896456
116186933	LOC116186933	pseudo	8	91199884	91200318
116186932	LOC116186932	pseudo	8	68278385	68278794
116186931	LOC116186931	pseudo	8	61242714	61243422
116186930	LOC116186930	pseudo	8	61238623	61238738
116186929	LOC116186929	pseudo	8	61197418	61198064
116186928	LOC116186928	pseudo	8	56760397	56760956
116186927	LOC116186927	pseudo	8	37948068	37948183
116186926	LOC116186926	pseudo	8	30769347	30770833
116186925	LOC116186925	pseudo	8	27346402	27346716
116186924	LOC116186924	pseudo	8	23366135	23366991
116186923	LOC116186923	pseudo	8	22530492	22531341
116186922	LOC116186922	pseudo	8	17980085	17980640
116186921	LOC116186921	pseudo	8	11736786	11737580
111413020	LOC111413020	pseudo	8	39912269	39912582
111589211	LOC111589211	pseudo	8	131685082	131685226
111556148	LOC111556148	pseudo	8	81838619	81838763
111556139	LOC111556139	pseudo	8	62680120	62680264
111556136	LOC111556136	pseudo	8	62789436	62789580
111556135	LOC111556135	pseudo	8	120908117	120908261
111500313	LOC111500313	pseudo	8	40032440	40032584
111465018	LOC111465018	pseudo	8	26248674	26248818
111429623	LOC111429623	pseudo	8	102161954	102162098
111365225	LOC111365225	pseudo	8	11576296	11576440
111365183	LOC111365183	pseudo	8	126231559	126231703
111365182	LOC111365182	pseudo	8	87268074	87268218
111365178	LOC111365178	pseudo	8	58716887	58717083
111365157	LOC111365157	pseudo	8	129569036	129569180
108281187	LOC108281187	pseudo	8	36968561	36969225
254896	LOC254896	pseudo	8	22941867	22961070
100132229	LOC100132229	pseudo	8	26867972	26869960
286059	LOC286059	pseudo	8	22925741	22941131
108004525	LOC108004525	pseudo	8	30269705	30270145
100130027	LOC100130027	pseudo	8	146034194	146052424
728024	LOC728024	pseudo	8	37604071	37605563
110121280	LOC110121280	pseudo	8	11557314	11561005
100130298	LOC100130298	pseudo	8	61878679	61880306
108353813	LOC108353813	pseudo	8	128222489	128223502
108281171	LOC108281171	pseudo	8	62633780	62634406
108281129	LOC108281129	pseudo	8	53379506	53380091
108281119	LOC108281119	pseudo	8	120063582	120064181
108254690	LOC108254690	pseudo	8	128821773	128822357
108254664	LOC108254664	pseudo	8	27730035	27730563
108254662	LOC108254662	pseudo	8	101427837	101428342
108228207	LOC108228207	pseudo	8	128218098	128218934
100420746	LOC100420746	pseudo	8	115330525	115331159
401442	LOC401442	pseudo	8	688547	690373
100189398	TRA-AGC8-2	pseudo	8	67026423	67026495
100189248	TRS-AGA2-5	pseudo	8	96281884	96281965
100189201	TRM-CAT1-1	pseudo	8	124169469	124169541
114827840	LOC114827840	pseudo	8	133425145	133427888
114827837	LOC114827837	pseudo	8	1980726	1986421
114827823	LOC114827823	pseudo	8	22828715	22833349
110121281	LOC110121281	pseudo	8	11596783	11601555
110121233	LOC110121233	pseudo	8	30135041	30138908
110121218	LOC110121218	pseudo	8	142421346	142426351
110121217	LOC110121217	pseudo	8	129987804	129988580
110121208	LOC110121208	pseudo	8	106602864	106607407
110121196	LOC110121196	pseudo	8	27752439	27753350
110121192	LOC110121192	pseudo	8	33891202	33892737
110121191	LOC110121191	pseudo	8	130644089	130647316
110121186	LOC110121186	pseudo	8	77751552	77754342
110121182	LOC110121182	pseudo	8	37683089	37685346
110121179	LOC110121179	pseudo	8	93030367	93033344
110121157	LOC110121157	pseudo	8	92609271	92613420
110121155	LOC110121155	pseudo	8	93070696	93073394
110121123	LOC110121123	pseudo	8	122076653	122078138
110121100	LOC110121100	pseudo	8	49494149	49495733
110121096	LOC110121096	pseudo	8	78370217	78372417
110121079	LOC110121079	pseudo	8	59168209	59170120
110121062	LOC110121062	pseudo	8	28370866	28371859
110121059	LOC110121059	pseudo	8	59941213	59943635
110121054	LOC110121054	pseudo	8	77598006	77600644
110121048	LOC110121048	pseudo	8	80874360	80876745
110121038	LOC110121038	pseudo	8	64564271	64565972
110120802	LOC110120802	pseudo	8	116430694	116432526
110120801	LOC110120801	pseudo	8	100680408	100681808
110120800	LOC110120800	pseudo	8	99428480	99429431
110120797	LOC110120797	pseudo	8	76960016	76961713
110120781	LOC110120781	pseudo	8	37495308	37496203
110120770	LOC110120770	pseudo	8	21845387	21846454
110120769	LOC110120769	pseudo	8	21901088	21902325
110120768	LOC110120768	pseudo	8	21907425	21908281
110120766	LOC110120766	pseudo	8	77690682	77691778
110120756	LOC110120756	pseudo	8	78042570	78044200
110120748	LOC110120748	pseudo	8	53166729	53167835
110120738	LOC110120738	pseudo	8	92824758	92826617
110120721	LOC110120721	pseudo	8	36957850	36958722
110120689	LOC110120689	pseudo	8	11604181	11604694
110120654	LOC110120654	pseudo	8	37249593	37251181
110120608	LOC110120608	pseudo	8	106333529	106334858
114004413	LOC114004413	pseudo	8	31652828	31653122
114004412	LOC114004412	pseudo	8	142526748	142527042
114004411	LOC114004411	pseudo	8	140732468	140732762
114004410	LOC114004410	pseudo	8	104513948	104514242
114004409	LOC114004409	pseudo	8	102171748	102172042
113788299	LOC113788299	pseudo	8	99780908	99781202
113788298	LOC113788298	pseudo	8	98183848	98184142
113788297	LOC113788297	pseudo	8	96037088	96037382
113788296	LOC113788296	pseudo	8	91013048	91013342
113788295	LOC113788295	pseudo	8	80766108	80766402
113788294	LOC113788294	pseudo	8	8835408	8835702
113788293	LOC113788293	pseudo	8	77912308	77912602
113788292	LOC113788292	pseudo	8	64303888	64304182
113788291	LOC113788291	pseudo	8	64059528	64059822
113788290	LOC113788290	pseudo	8	61917068	61917362
113788289	LOC113788289	pseudo	8	6604628	6604922
113788288	LOC113788288	pseudo	8	55104408	55104702
113788287	LOC113788287	pseudo	8	54792388	54792682
113788286	LOC113788286	pseudo	8	5178928	5179222
113788285	LOC113788285	pseudo	8	49502708	49503002
113788284	LOC113788284	pseudo	8	42029168	42029462
113788283	LOC113788283	pseudo	8	41685608	41685902
113788282	LOC113788282	pseudo	8	41670268	41670562
113788281	LOC113788281	pseudo	8	41009208	41009502
113788280	LOC113788280	pseudo	8	38651488	38651782
113788279	LOC113788279	pseudo	8	38385728	38386022
113788278	LOC113788278	pseudo	8	37887848	37888142
113788277	LOC113788277	pseudo	8	37619928	37620222
113788276	LOC113788276	pseudo	8	30408208	30408502
113788275	LOC113788275	pseudo	8	29153968	29154262
113788274	LOC113788274	pseudo	8	25275708	25276002
113788273	LOC113788273	pseudo	8	25166268	25166562
113788272	LOC113788272	pseudo	8	23896848	23897142
113788271	LOC113788271	pseudo	8	23619088	23619382
113788270	LOC113788270	pseudo	8	22927748	22928042
113788269	LOC113788269	pseudo	8	22051888	22052182
113788268	LOC113788268	pseudo	8	17519188	17519482
113788267	LOC113788267	pseudo	8	145159668	145159962
113788266	LOC113788266	pseudo	8	144814888	144815182
113788265	LOC113788265	pseudo	8	144531808	144532102
113788264	LOC113788264	pseudo	8	143279468	143279762
113788263	LOC113788263	pseudo	8	142036868	142037162
113788262	LOC113788262	pseudo	8	141983208	141983502
113788261	LOC113788261	pseudo	8	141353468	141353762
113788260	LOC113788260	pseudo	8	139963748	139964042
113788259	LOC113788259	pseudo	8	139948428	139948722
113788258	LOC113788258	pseudo	8	135243688	135243982
113788257	LOC113788257	pseudo	8	131460488	131460782
113788256	LOC113788256	pseudo	8	129189148	129189442
113788255	LOC113788255	pseudo	8	125384808	125385102
113788254	LOC113788254	pseudo	8	124408828	124409122
113788252	LOC113788252	pseudo	8	123769368	123769662
113788251	LOC113788251	pseudo	8	123619128	123619422
113788249	LOC113788249	pseudo	8	122361108	122361402
113788248	LOC113788248	pseudo	8	120885788	120886082
113788247	LOC113788247	pseudo	8	120667408	120667702
113788246	LOC113788246	pseudo	8	11652748	11653042
113788245	LOC113788245	pseudo	8	11486328	11486622
113788244	LOC113788244	pseudo	8	11119528	11119822
113783881	LOC113783881	pseudo	8	107182908	107183202
113783880	LOC113783880	pseudo	8	103922088	103922382
113783879	LOC113783879	pseudo	8	102178628	102178922
113783878	LOC113783878	pseudo	8	102171148	102171442
113783877	LOC113783877	pseudo	8	101571888	101572182
113783876	LOC113783876	pseudo	8	100025328	100025622
111828529	LOC111828529	pseudo	8	41649628	41650142
111811969	LOC111811969	pseudo	8	54857628	54857922
105375683	LOC105375683	pseudo	8	103424566	103535007
102724804	LOC102724804	pseudo	8	97384153	97399665
105369147	LOC105369147	pseudo	8	104255765	104311045
104054148	LOC104054148	pseudo	8	102996659	103007077
102723701	LOC102723701	pseudo	8	37592278	37594943
101929470	LOC101929470	pseudo	8	29672519	29686019
101929268	LOC101929268	pseudo	8	49464126	49611068
101929172	LOC101929172	pseudo	8	21155749	21166959
101927543	LOC101927543	pseudo	8	121773492	121789071
101927040	LOC101927040	pseudo	8	80681606	80783971
101926908	LOC101926908	pseudo	8	73644279	73664077
100287846	LOC100287846	pseudo	8	48100929	48104884
107986876	LOC107986876	pseudo	8	22460645	22462512
101929622	LOC101929622	pseudo	8	37575096	37591010
101929528	LOC101929528	pseudo	8	59168329	59184659
101929488	LOC101929488	pseudo	8	58256345	58277415
101927588	LOC101927588	pseudo	8	125204931	125259638
100310756	LOC100310756	pseudo	8	144638988	144640440
286177	LOC286177	pseudo	8	58173784	58179169
105379331	LOC105379331	pseudo	8	25208123	25219027
105377785	LOC105377785	pseudo	8	2584495	2881752
105377777	LOC105377777	pseudo	8	829170	833225
105375938	LOC105375938	pseudo	8	61822022	61823356
105375800	LOC105375800	pseudo	8	144840661	144842677
105375787	LOC105375787	pseudo	8	142264665	142266915
105375713	LOC105375713	pseudo	8	117664338	117666863
105375690	LOC105375690	pseudo	8	104493507	104514137
102725080	LOC102725080	pseudo	8	13487198	13490084
102724874	LOC102724874	pseudo	8	78362932	78388566
102724710	LOC102724710	pseudo	8	93577670	93667721
102724612	LOC102724612	pseudo	8	64378406	64388039
102723313	LOC102723313	pseudo	8	10586800	10630419
101929550	LOC101929550	pseudo	8	35529680	35567837
101929341	LOC101929341	pseudo	8	53106921	53112111
101929269	LOC101929269	pseudo	8	10920161	10924598
101929237	LOC101929237	pseudo	8	22735484	22745534
101929217	LOC101929217	pseudo	8	49532962	49536454
101929128	LOC101929128	pseudo	8	9046508	9060367
101928902	LOC101928902	pseudo	8	145592595	145596537
101928160	LOC101928160	pseudo	8	144790220	144796067
101928095	LOC101928095	pseudo	8	7073043	7085709
101928087	LOC101928087	pseudo	8	143719948	143722026
101927915	LOC101927915	pseudo	8	138418343	138425830
101927822	LOC101927822	pseudo	8	134898738	134914649
101927798	LOC101927798	pseudo	8	134787793	134789594
101927657	LOC101927657	pseudo	8	127337739	127341779
101927513	LOC101927513	pseudo	8	120075180	120081020
101927506	LOC101927506	pseudo	8	13712	63101
101927245	LOC101927245	pseudo	8	103668475	103698952
101927141	LOC101927141	pseudo	8	83824338	83874158
101101841	LOC101101841	pseudo	8	104580561	104581221
101059972	LOC101059972	pseudo	8	41985675	41986826
100630919	LOC100630919	pseudo	8	33380613	33381190
100533622	LOC100533622	pseudo	8	84113186	84114665
100507464	LOC100507464	pseudo	8	50409321	50424738
100507422	LOC100507422	pseudo	8	48504410	48505232
100507379	LOC100507379	pseudo	8	33293585	33294298
100507156	LOC100507156	pseudo	8	23193720	23223637
100499192	LOC100499192	pseudo	8	100351857	100354106
100431174	LOC100431174	pseudo	8	15546141	15547146
100422614	LOC100422614	pseudo	8	85998849	85999420
100422495	LOC100422495	pseudo	8	6575847	6578530
100422267	LOC100422267	pseudo	8	51403354	51403931
100422204	LOC100422204	pseudo	8	12815915	12819714
100421893	LOC100421893	pseudo	8	100243505	100246653
100421824	LOC100421824	pseudo	8	54306794	54307930
100421822	LOC100421822	pseudo	8	59337551	59339408
100421821	LOC100421821	pseudo	8	26844642	26845547
100421673	LOC100421673	pseudo	8	13766740	13767292
100421446	LOC100421446	pseudo	8	11856338	11857013
100421444	LOC100421444	pseudo	8	85740610	85741194
100421256	LOC100421256	pseudo	8	141049854	141050369
100421160	LOC100421160	pseudo	8	13880192	13880947
100421023	LOC100421023	pseudo	8	13441352	13442044
100420944	LOC100420944	pseudo	8	39855387	39856010
100420845	LOC100420845	pseudo	8	84012210	84013080
100420748	LOC100420748	pseudo	8	110428254	110429282
100420534	LOC100420534	pseudo	8	43298044	43306785
100420532	LOC100420532	pseudo	8	48459369	48460486
100420480	LOC100420480	pseudo	8	39792366	39794905
100420404	LOC100420404	pseudo	8	9311803	9314335
100420403	LOC100420403	pseudo	8	39167427	39167961
100420215	LOC100420215	pseudo	8	132724562	132725226
100420057	LOC100420057	pseudo	8	100358295	100360527
100420054	LOC100420054	pseudo	8	48423337	48424725
100420053	LOC100420053	pseudo	8	10194292	10195165
100419977	LOC100419977	pseudo	8	102236168	102236800
100419763	LOC100419763	pseudo	8	146273109	146273919
100419762	LOC100419762	pseudo	8	88879837	88880656
100419761	LOC100419761	pseudo	8	13599318	13600486
100419617	LOC100419617	pseudo	8	134958802	134959665
100419616	LOC100419616	pseudo	8	57688865	57689412
100419615	LOC100419615	pseudo	8	55266798	55267749
100419613	LOC100419613	pseudo	8	73572464	73574066
100288666	LOC100288666	pseudo	8	42580477	42581391
100288097	LOC100288097	pseudo	8	70771204	70772789
100288001	LOC100288001	pseudo	8	67896156	67898689
100287157	LOC100287157	pseudo	8	49104518	49107153
100286997	LOC100286997	pseudo	8	95577236	95577917
100286746	LOC100286746	pseudo	8	119994245	119995179
100216346	LOC100216346	pseudo	8	81263350	81264030
100189437	TRY-GTA5-1	pseudo	8	67025601	67025693
100189102	TRY-GTA5-2	pseudo	8	67026222	67026310
100133147	LOC100133147	pseudo	8	122125398	122126174
100133073	LOC100133073	pseudo	8	17946400	17947398
100132280	LOC100132280	pseudo	8	111567615	111568753
100131849	LOC100131849	pseudo	8	99425542	99426040
100131770	LOC100131770	pseudo	8	67393261	67393720
100131254	LOC100131254	pseudo	8	54884157	54886451
100131146	LOC100131146	pseudo	8	143049254	143050205
100131127	LOC100131127	pseudo	8	28083402	28084144
100131013	LOC100131013	pseudo	8	55608942	55609882
100130964	LOC100130964	pseudo	8	39420630	39437652
100130891	LOC100130891	pseudo	8	28096061	28096580
100130861	LOC100130861	pseudo	8	47696412	47697667
100130612	LOC100130612	pseudo	8	27696013	27697928
100130321	LOC100130321	pseudo	8	1678332	1679069
